Id,Quantity,Recipe ingredient,Name [Food],Title [Recipe],Ingredients [Recipe],Origin [Recipe]
6877, - ,champignon,champignon,"Avocat, champignon, riz, haricots rouges, butternut rôti, sauce tahin, noix, graines de courge","citron
courge
ail
butternut
champignon
avocat
noix
tahin
riz
haricot rouge
huile d'olive
thym
romarin",mama
6878, - ,avocat,avocat,"Avocat, champignon, riz, haricots rouges, butternut rôti, sauce tahin, noix, graines de courge","citron
courge
ail
butternut
champignon
avocat
noix
tahin
riz
haricot rouge
huile d'olive
thym
romarin",mama
6879, - ,noix,noix,"Avocat, champignon, riz, haricots rouges, butternut rôti, sauce tahin, noix, graines de courge","citron
courge
ail
butternut
champignon
avocat
noix
tahin
riz
haricot rouge
huile d'olive
thym
romarin",mama
6880, - ,tahin,tahin,"Avocat, champignon, riz, haricots rouges, butternut rôti, sauce tahin, noix, graines de courge","citron
courge
ail
butternut
champignon
avocat
noix
tahin
riz
haricot rouge
huile d'olive
thym
romarin",mama
6881, - ,riz,riz,"Avocat, champignon, riz, haricots rouges, butternut rôti, sauce tahin, noix, graines de courge","citron
courge
ail
butternut
champignon
avocat
noix
tahin
riz
haricot rouge
huile d'olive
thym
romarin",mama
6882, - ,haricot rouge,haricot rouge,"Avocat, champignon, riz, haricots rouges, butternut rôti, sauce tahin, noix, graines de courge","citron
courge
ail
butternut
champignon
avocat
noix
tahin
riz
haricot rouge
huile d'olive
thym
romarin",mama
6883, - ,huile d'olive,huile d'olive,"Avocat, champignon, riz, haricots rouges, butternut rôti, sauce tahin, noix, graines de courge","citron
courge
ail
butternut
champignon
avocat
noix
tahin
riz
haricot rouge
huile d'olive
thym
romarin",mama
6884, - ,thym,thym,"Avocat, champignon, riz, haricots rouges, butternut rôti, sauce tahin, noix, graines de courge","citron
courge
ail
butternut
champignon
avocat
noix
tahin
riz
haricot rouge
huile d'olive
thym
romarin",mama
6885, - ,romarin,romarin,"Avocat, champignon, riz, haricots rouges, butternut rôti, sauce tahin, noix, graines de courge","citron
courge
ail
butternut
champignon
avocat
noix
tahin
riz
haricot rouge
huile d'olive
thym
romarin",mama
6886, - ,citron,citron,"Roquette, avocat, quinoa, choux de bruxelles rôtis, sauce tahin, amandes éffilées, graines de sésame et de lin","citron
ail
chou de Bruxelles
avocat
roquette
graine de lin
graine de sésame
amande effilée
tahin
quinoa
huile d'olive
vinaigre balsamique
fleur de sel",mama
6887, - ,ail,ail,"Roquette, avocat, quinoa, choux de bruxelles rôtis, sauce tahin, amandes éffilées, graines de sésame et de lin","citron
ail
chou de Bruxelles
avocat
roquette
graine de lin
graine de sésame
amande effilée
tahin
quinoa
huile d'olive
vinaigre balsamique
fleur de sel",mama
6888, - ,chou de Bruxelles,chou de Bruxelles,"Roquette, avocat, quinoa, choux de bruxelles rôtis, sauce tahin, amandes éffilées, graines de sésame et de lin","citron
ail
chou de Bruxelles
avocat
roquette
graine de lin
graine de sésame
amande effilée
tahin
quinoa
huile d'olive
vinaigre balsamique
fleur de sel",mama
6889, - ,avocat,avocat,"Roquette, avocat, quinoa, choux de bruxelles rôtis, sauce tahin, amandes éffilées, graines de sésame et de lin","citron
ail
chou de Bruxelles
avocat
roquette
graine de lin
graine de sésame
amande effilée
tahin
quinoa
huile d'olive
vinaigre balsamique
fleur de sel",mama
6890, - ,roquette,roquette,"Roquette, avocat, quinoa, choux de bruxelles rôtis, sauce tahin, amandes éffilées, graines de sésame et de lin","citron
ail
chou de Bruxelles
avocat
roquette
graine de lin
graine de sésame
amande effilée
tahin
quinoa
huile d'olive
vinaigre balsamique
fleur de sel",mama
6891, - ,graine de lin,graine de lin,"Roquette, avocat, quinoa, choux de bruxelles rôtis, sauce tahin, amandes éffilées, graines de sésame et de lin","citron
ail
chou de Bruxelles
avocat
roquette
graine de lin
graine de sésame
amande effilée
tahin
quinoa
huile d'olive
vinaigre balsamique
fleur de sel",mama
6892, - ,graine de sésame,graine de sésame,"Roquette, avocat, quinoa, choux de bruxelles rôtis, sauce tahin, amandes éffilées, graines de sésame et de lin","citron
ail
chou de Bruxelles
avocat
roquette
graine de lin
graine de sésame
amande effilée
tahin
quinoa
huile d'olive
vinaigre balsamique
fleur de sel",mama
6893, - ,amande effilée,amande effilée,"Roquette, avocat, quinoa, choux de bruxelles rôtis, sauce tahin, amandes éffilées, graines de sésame et de lin","citron
ail
chou de Bruxelles
avocat
roquette
graine de lin
graine de sésame
amande effilée
tahin
quinoa
huile d'olive
vinaigre balsamique
fleur de sel",mama
6894, - ,tahin,tahin,"Roquette, avocat, quinoa, choux de bruxelles rôtis, sauce tahin, amandes éffilées, graines de sésame et de lin","citron
ail
chou de Bruxelles
avocat
roquette
graine de lin
graine de sésame
amande effilée
tahin
quinoa
huile d'olive
vinaigre balsamique
fleur de sel",mama
6895, - ,quinoa,quinoa,"Roquette, avocat, quinoa, choux de bruxelles rôtis, sauce tahin, amandes éffilées, graines de sésame et de lin","citron
ail
chou de Bruxelles
avocat
roquette
graine de lin
graine de sésame
amande effilée
tahin
quinoa
huile d'olive
vinaigre balsamique
fleur de sel",mama
6896, - ,huile d'olive,huile d'olive,"Roquette, avocat, quinoa, choux de bruxelles rôtis, sauce tahin, amandes éffilées, graines de sésame et de lin","citron
ail
chou de Bruxelles
avocat
roquette
graine de lin
graine de sésame
amande effilée
tahin
quinoa
huile d'olive
vinaigre balsamique
fleur de sel",mama
6897, - ,vinaigre balsamique,vinaigre balsamique,"Roquette, avocat, quinoa, choux de bruxelles rôtis, sauce tahin, amandes éffilées, graines de sésame et de lin","citron
ail
chou de Bruxelles
avocat
roquette
graine de lin
graine de sésame
amande effilée
tahin
quinoa
huile d'olive
vinaigre balsamique
fleur de sel",mama
6898, - ,fleur de sel,fleur de sel,"Roquette, avocat, quinoa, choux de bruxelles rôtis, sauce tahin, amandes éffilées, graines de sésame et de lin","citron
ail
chou de Bruxelles
avocat
roquette
graine de lin
graine de sésame
amande effilée
tahin
quinoa
huile d'olive
vinaigre balsamique
fleur de sel",mama
6899, - ,citron,citron,"Chou kale, oignon rouge, pois cassés mijotés aux épices, patate douce rôtie, brocoli, sauce tahin, graines de courge","citron
courge
ail
brocoli
patate douce
carotte
oignon
oignon rouge
chou kale
tahin
pois cassés
huile d'olive
persil
cumin
curcuma
curry",mama
6900, - ,graine de courge,graine de courge,"Chou kale, oignon rouge, pois cassés mijotés aux épices, patate douce rôtie, brocoli, sauce tahin, graines de courge","citron
courge
ail
brocoli
patate douce
carotte
oignon
oignon rouge
chou kale
tahin
pois cassés
huile d'olive
persil
cumin
curcuma
curry",mama
6901, - ,ail,ail,"Chou kale, oignon rouge, pois cassés mijotés aux épices, patate douce rôtie, brocoli, sauce tahin, graines de courge","citron
courge
ail
brocoli
patate douce
carotte
oignon
oignon rouge
chou kale
tahin
pois cassés
huile d'olive
persil
cumin
curcuma
curry",mama
6902, - ,brocoli,brocoli,"Chou kale, oignon rouge, pois cassés mijotés aux épices, patate douce rôtie, brocoli, sauce tahin, graines de courge","citron
courge
ail
brocoli
patate douce
carotte
oignon
oignon rouge
chou kale
tahin
pois cassés
huile d'olive
persil
cumin
curcuma
curry",mama
6903, - ,patate douce,patate douce,"Chou kale, oignon rouge, pois cassés mijotés aux épices, patate douce rôtie, brocoli, sauce tahin, graines de courge","citron
courge
ail
brocoli
patate douce
carotte
oignon
oignon rouge
chou kale
tahin
pois cassés
huile d'olive
persil
cumin
curcuma
curry",mama
6904, - ,carotte,carotte,"Chou kale, oignon rouge, pois cassés mijotés aux épices, patate douce rôtie, brocoli, sauce tahin, graines de courge","citron
courge
ail
brocoli
patate douce
carotte
oignon
oignon rouge
chou kale
tahin
pois cassés
huile d'olive
persil
cumin
curcuma
curry",mama
6905, - ,oignon,oignon,"Chou kale, oignon rouge, pois cassés mijotés aux épices, patate douce rôtie, brocoli, sauce tahin, graines de courge","citron
courge
ail
brocoli
patate douce
carotte
oignon
oignon rouge
chou kale
tahin
pois cassés
huile d'olive
persil
cumin
curcuma
curry",mama
6906, - ,oignon rouge,oignon rouge,"Chou kale, oignon rouge, pois cassés mijotés aux épices, patate douce rôtie, brocoli, sauce tahin, graines de courge","citron
courge
ail
brocoli
patate douce
carotte
oignon
oignon rouge
chou kale
tahin
pois cassés
huile d'olive
persil
cumin
curcuma
curry",mama
6907, - ,chou kale,chou kale,"Chou kale, oignon rouge, pois cassés mijotés aux épices, patate douce rôtie, brocoli, sauce tahin, graines de courge","citron
courge
ail
brocoli
patate douce
carotte
oignon
oignon rouge
chou kale
tahin
pois cassés
huile d'olive
persil
cumin
curcuma
curry",mama
6908, - ,tahin,tahin,"Chou kale, oignon rouge, pois cassés mijotés aux épices, patate douce rôtie, brocoli, sauce tahin, graines de courge","citron
courge
ail
brocoli
patate douce
carotte
oignon
oignon rouge
chou kale
tahin
pois cassés
huile d'olive
persil
cumin
curcuma
curry",mama
6909, - ,pois cassés,pois cassés,"Chou kale, oignon rouge, pois cassés mijotés aux épices, patate douce rôtie, brocoli, sauce tahin, graines de courge","citron
courge
ail
brocoli
patate douce
carotte
oignon
oignon rouge
chou kale
tahin
pois cassés
huile d'olive
persil
cumin
curcuma
curry",mama
6910, - ,huile d'olive,huile d'olive,"Chou kale, oignon rouge, pois cassés mijotés aux épices, patate douce rôtie, brocoli, sauce tahin, graines de courge","citron
courge
ail
brocoli
patate douce
carotte
oignon
oignon rouge
chou kale
tahin
pois cassés
huile d'olive
persil
cumin
curcuma
curry",mama
6911, - ,persil,persil,"Chou kale, oignon rouge, pois cassés mijotés aux épices, patate douce rôtie, brocoli, sauce tahin, graines de courge","citron
courge
ail
brocoli
patate douce
carotte
oignon
oignon rouge
chou kale
tahin
pois cassés
huile d'olive
persil
cumin
curcuma
curry",mama
6912, - ,cumin,cumin,"Chou kale, oignon rouge, pois cassés mijotés aux épices, patate douce rôtie, brocoli, sauce tahin, graines de courge","citron
courge
ail
brocoli
patate douce
carotte
oignon
oignon rouge
chou kale
tahin
pois cassés
huile d'olive
persil
cumin
curcuma
curry",mama
6913, - ,curcuma,curcuma,"Chou kale, oignon rouge, pois cassés mijotés aux épices, patate douce rôtie, brocoli, sauce tahin, graines de courge","citron
courge
ail
brocoli
patate douce
carotte
oignon
oignon rouge
chou kale
tahin
pois cassés
huile d'olive
persil
cumin
curcuma
curry",mama
6914, - ,curry,curry,"Chou kale, oignon rouge, pois cassés mijotés aux épices, patate douce rôtie, brocoli, sauce tahin, graines de courge","citron
courge
ail
brocoli
patate douce
carotte
oignon
oignon rouge
chou kale
tahin
pois cassés
huile d'olive
persil
cumin
curcuma
curry",mama
6915, - ,citron,citron,"Épinard, pois cassés mijotés aux épices, artichauts rôtis, carottes rôties, sauce tahin, graines de courge","citron
courge
ail
carotte
artichaut
oignon
épinard
tahin
pois cassés
huile d'olive
thym
romarin
cumin
curcuma
curry",mama
6916, - ,graine de courge,graine de courge,"Épinard, pois cassés mijotés aux épices, artichauts rôtis, carottes rôties, sauce tahin, graines de courge","citron
courge
ail
carotte
artichaut
oignon
épinard
tahin
pois cassés
huile d'olive
thym
romarin
cumin
curcuma
curry",mama
6917, - ,ail,ail,"Épinard, pois cassés mijotés aux épices, artichauts rôtis, carottes rôties, sauce tahin, graines de courge","citron
courge
ail
carotte
artichaut
oignon
épinard
tahin
pois cassés
huile d'olive
thym
romarin
cumin
curcuma
curry",mama
6918, - ,carotte,carotte,"Épinard, pois cassés mijotés aux épices, artichauts rôtis, carottes rôties, sauce tahin, graines de courge","citron
courge
ail
carotte
artichaut
oignon
épinard
tahin
pois cassés
huile d'olive
thym
romarin
cumin
curcuma
curry",mama
6919, - ,artichaut,artichaut,"Épinard, pois cassés mijotés aux épices, artichauts rôtis, carottes rôties, sauce tahin, graines de courge","citron
courge
ail
carotte
artichaut
oignon
épinard
tahin
pois cassés
huile d'olive
thym
romarin
cumin
curcuma
curry",mama
6920, - ,oignon,oignon,"Épinard, pois cassés mijotés aux épices, artichauts rôtis, carottes rôties, sauce tahin, graines de courge","citron
courge
ail
carotte
artichaut
oignon
épinard
tahin
pois cassés
huile d'olive
thym
romarin
cumin
curcuma
curry",mama
6921, - ,épinard,épinard,"Épinard, pois cassés mijotés aux épices, artichauts rôtis, carottes rôties, sauce tahin, graines de courge","citron
courge
ail
carotte
artichaut
oignon
épinard
tahin
pois cassés
huile d'olive
thym
romarin
cumin
curcuma
curry",mama
6922, - ,tahin,tahin,"Épinard, pois cassés mijotés aux épices, artichauts rôtis, carottes rôties, sauce tahin, graines de courge","citron
courge
ail
carotte
artichaut
oignon
épinard
tahin
pois cassés
huile d'olive
thym
romarin
cumin
curcuma
curry",mama
6923, - ,pois cassés,pois cassés,"Épinard, pois cassés mijotés aux épices, artichauts rôtis, carottes rôties, sauce tahin, graines de courge","citron
courge
ail
carotte
artichaut
oignon
épinard
tahin
pois cassés
huile d'olive
thym
romarin
cumin
curcuma
curry",mama
6924, - ,huile d'olive,huile d'olive,"Épinard, pois cassés mijotés aux épices, artichauts rôtis, carottes rôties, sauce tahin, graines de courge","citron
courge
ail
carotte
artichaut
oignon
épinard
tahin
pois cassés
huile d'olive
thym
romarin
cumin
curcuma
curry",mama
6925, - ,thym,thym,"Épinard, pois cassés mijotés aux épices, artichauts rôtis, carottes rôties, sauce tahin, graines de courge","citron
courge
ail
carotte
artichaut
oignon
épinard
tahin
pois cassés
huile d'olive
thym
romarin
cumin
curcuma
curry",mama
6926, - ,romarin,romarin,"Épinard, pois cassés mijotés aux épices, artichauts rôtis, carottes rôties, sauce tahin, graines de courge","citron
courge
ail
carotte
artichaut
oignon
épinard
tahin
pois cassés
huile d'olive
thym
romarin
cumin
curcuma
curry",mama
6927, - ,cumin,cumin,"Épinard, pois cassés mijotés aux épices, artichauts rôtis, carottes rôties, sauce tahin, graines de courge","citron
courge
ail
carotte
artichaut
oignon
épinard
tahin
pois cassés
huile d'olive
thym
romarin
cumin
curcuma
curry",mama
